base_doc_id,query_count,max_relevance,avg_relevance,qrels_segment_count,domain
msmarco_v2.1_doc_52_52381887,2,2,1.25,4,52
msmarco_v2.1_doc_27_4152654,2,2,2.0,3,27
msmarco_v2.1_doc_08_1104311524,2,2,1.5,3,08
msmarco_v2.1_doc_09_1691007940,2,2,1.25,3,09
msmarco_v2.1_doc_06_1737866356,2,2,1.0,5,06
msmarco_v2.1_doc_05_1780247023,2,2,1.0,2,05
msmarco_v2.1_doc_26_1613906080,2,2,1.25,4,26
msmarco_v2.1_doc_54_325193978,2,2,0.75,4,54
msmarco_v2.1_doc_51_377413222,2,2,1.3333333333333333,3,51
msmarco_v2.1_doc_50_482484982,2,2,1.6666666666666667,3,50
msmarco_v2.1_doc_39_896381651,2,2,1.3333333333333333,3,39
msmarco_v2.1_doc_46_1087106580,2,2,1.0,2,46
msmarco_v2.1_doc_06_1788083297,2,2,0.75,4,06
msmarco_v2.1_doc_05_593365302,2,2,1.5,2,05
msmarco_v2.1_doc_20_480320573,2,2,0.5,5,20
msmarco_v2.1_doc_46_352373135,2,2,1.0,2,46
msmarco_v2.1_doc_25_918719582,2,2,1.5,1,25
msmarco_v2.1_doc_17_248542659,2,2,1.0,2,17
msmarco_v2.1_doc_06_1768248100,2,2,1.3333333333333333,3,06
msmarco_v2.1_doc_12_1328604888,2,2,1.3333333333333333,3,12
msmarco_v2.1_doc_45_1032366651,2,2,1.5,2,45
msmarco_v2.1_doc_43_315274076,2,2,1.5,2,43
msmarco_v2.1_doc_33_1337163339,2,2,1.3333333333333333,3,33
msmarco_v2.1_doc_52_81864561,2,2,1.25,3,52
msmarco_v2.1_doc_53_699362848,2,2,1.3333333333333333,2,53
msmarco_v2.1_doc_43_304717637,2,2,2.0,2,43
msmarco_v2.1_doc_44_518798569,2,2,1.0,2,44
msmarco_v2.1_doc_54_480831019,2,2,1.6,4,54
msmarco_v2.1_doc_09_912723667,2,2,1.3333333333333333,3,09
msmarco_v2.1_doc_26_1466885094,2,2,2.0,2,26
msmarco_v2.1_doc_06_332445884,2,2,1.5,2,06
msmarco_v2.1_doc_31_1200087169,2,2,1.5,1,31
msmarco_v2.1_doc_02_1109378294,2,2,1.5,2,02
msmarco_v2.1_doc_17_373173358,2,2,1.5,3,17
msmarco_v2.1_doc_00_1670818599,2,2,1.5,6,00
msmarco_v2.1_doc_50_457027780,2,2,1.5,2,50
msmarco_v2.1_doc_58_748358314,2,2,1.3333333333333333,3,58
msmarco_v2.1_doc_58_652604138,2,2,1.0,2,58
msmarco_v2.1_doc_25_1045300182,2,2,1.6666666666666667,2,25
msmarco_v2.1_doc_49_1452997730,2,2,1.6666666666666667,5,49
msmarco_v2.1_doc_45_534217393,2,2,2.0,2,45
msmarco_v2.1_doc_17_458170263,2,2,1.2,3,17
msmarco_v2.1_doc_03_595631266,2,2,1.5,2,03
msmarco_v2.1_doc_32_269393307,2,2,1.0,2,32
msmarco_v2.1_doc_47_1247218404,2,2,0.6666666666666666,3,47
msmarco_v2.1_doc_20_1479906822,2,2,1.1538461538461537,12,20
msmarco_v2.1_doc_27_563966131,2,2,1.4,5,27
msmarco_v2.1_doc_37_801855491,2,2,1.5,3,37
msmarco_v2.1_doc_34_494017043,2,2,1.3333333333333333,3,34
msmarco_v2.1_doc_52_1275445883,2,2,1.0,3,52
msmarco_v2.1_doc_26_1414800847,2,2,1.5,2,26
msmarco_v2.1_doc_40_122158465,2,2,1.7142857142857142,7,40
msmarco_v2.1_doc_39_107188509,2,2,2.0,3,39
msmarco_v2.1_doc_51_393748758,2,2,1.8,4,51
msmarco_v2.1_doc_04_74476712,2,2,1.5,2,04
msmarco_v2.1_doc_14_1155206223,2,2,1.5,2,14
msmarco_v2.1_doc_58_1267653260,2,2,1.0,2,58
msmarco_v2.1_doc_45_1382871496,2,2,1.1428571428571428,7,45
msmarco_v2.1_doc_36_495005508,2,2,1.3333333333333333,3,36
msmarco_v2.1_doc_30_1576928119,2,2,1.5,2,30
msmarco_v2.1_doc_50_874871709,2,2,0.6666666666666666,3,50
msmarco_v2.1_doc_07_812398613,2,2,1.6666666666666667,3,07
msmarco_v2.1_doc_13_1107406942,2,2,1.8,4,13
msmarco_v2.1_doc_32_981010919,2,2,1.3333333333333333,3,32
msmarco_v2.1_doc_37_330890924,2,2,1.3333333333333333,3,37
msmarco_v2.1_doc_31_1308414298,2,2,2.0,2,31
msmarco_v2.1_doc_05_845179742,2,2,1.375,4,05
msmarco_v2.1_doc_20_1534832035,2,2,0.6666666666666666,3,20
msmarco_v2.1_doc_53_501565418,2,2,1.7777777777777777,8,53
msmarco_v2.1_doc_39_522930581,2,2,1.5,2,39
msmarco_v2.1_doc_50_1384152360,2,2,1.3333333333333333,4,50
msmarco_v2.1_doc_44_1668296903,2,2,1.0,3,44
msmarco_v2.1_doc_28_396440836,2,2,1.2,4,28
msmarco_v2.1_doc_56_908664315,2,2,1.0,1,56
msmarco_v2.1_doc_04_1054598521,2,2,1.0,2,04
msmarco_v2.1_doc_56_1562444790,2,2,1.3333333333333333,3,56
msmarco_v2.1_doc_31_1517942176,2,2,1.0,2,31
msmarco_v2.1_doc_39_553710474,2,2,1.25,4,39
msmarco_v2.1_doc_38_1583109719,2,2,1.0,3,38
msmarco_v2.1_doc_39_1236170306,2,2,1.3333333333333333,3,39
msmarco_v2.1_doc_08_979092927,2,2,1.8333333333333333,4,08
msmarco_v2.1_doc_51_877973062,2,2,1.5,6,51
msmarco_v2.1_doc_55_297202825,2,2,1.5,2,55
msmarco_v2.1_doc_28_401644825,2,2,1.2,5,28
msmarco_v2.1_doc_49_278915992,2,2,1.5,2,49
msmarco_v2.1_doc_07_686756685,2,2,1.5,2,07
msmarco_v2.1_doc_16_466803850,2,2,1.6,4,16
msmarco_v2.1_doc_32_233466571,2,2,1.5,2,32
msmarco_v2.1_doc_10_1287206539,2,2,1.5,2,10
msmarco_v2.1_doc_33_1166478576,2,2,1.5,2,33
msmarco_v2.1_doc_18_2194233472,2,2,1.25,4,18
msmarco_v2.1_doc_10_162195586,2,2,1.3846153846153846,11,10
msmarco_v2.1_doc_51_908658565,2,2,1.0,3,51
msmarco_v2.1_doc_26_404055063,2,2,1.25,4,26
msmarco_v2.1_doc_38_40893257,2,2,1.25,3,38
msmarco_v2.1_doc_23_624161118,2,2,1.5714285714285714,7,23
msmarco_v2.1_doc_52_533796127,2,2,1.5,4,52
msmarco_v2.1_doc_54_296407625,2,2,0.9090909090909091,10,54
msmarco_v2.1_doc_24_755439067,2,2,2.0,3,24
msmarco_v2.1_doc_35_1315454575,2,2,1.1666666666666667,6,35
msmarco_v2.1_doc_14_1436122106,2,2,1.3333333333333333,2,14
msmarco_v2.1_doc_32_567643691,2,2,1.0,2,32
msmarco_v2.1_doc_23_979697410,2,2,1.0,4,23
msmarco_v2.1_doc_45_1217750637,2,2,2.0,2,45
msmarco_v2.1_doc_45_1064580943,2,2,1.0,4,45
msmarco_v2.1_doc_35_1192121551,2,2,1.3333333333333333,3,35
msmarco_v2.1_doc_26_601084979,2,2,1.75,4,26
msmarco_v2.1_doc_39_621964235,2,2,1.25,3,39
msmarco_v2.1_doc_02_683100023,2,2,0.6,9,02
msmarco_v2.1_doc_26_601370397,2,2,1.5,2,26
msmarco_v2.1_doc_39_949680084,2,2,1.5,2,39
msmarco_v2.1_doc_26_1697971980,2,2,1.75,4,26
msmarco_v2.1_doc_23_177282640,2,2,1.0,4,23
msmarco_v2.1_doc_04_345449932,2,2,1.6666666666666667,3,04
msmarco_v2.1_doc_19_1677316573,2,2,2.0,3,19
msmarco_v2.1_doc_53_754009428,2,2,1.3333333333333333,2,53
msmarco_v2.1_doc_27_970252331,2,2,1.3333333333333333,3,27
msmarco_v2.1_doc_27_1237234735,2,2,1.375,7,27
msmarco_v2.1_doc_23_414825858,2,2,1.5,2,23
msmarco_v2.1_doc_50_2391848834,2,2,1.2,3,50
msmarco_v2.1_doc_28_402198766,2,2,0.8888888888888888,8,28
msmarco_v2.1_doc_44_1630189446,2,2,1.5,4,44
msmarco_v2.1_doc_55_471042034,2,2,1.3333333333333333,3,55
msmarco_v2.1_doc_26_671457058,2,2,1.25,4,26
msmarco_v2.1_doc_25_214000529,2,2,1.5714285714285714,6,25
msmarco_v2.1_doc_11_467387222,2,2,1.0,2,11
msmarco_v2.1_doc_24_652714470,2,2,1.0,2,24
msmarco_v2.1_doc_23_963805852,2,2,2.0,2,23
msmarco_v2.1_doc_17_44751147,2,2,1.0,2,17
msmarco_v2.1_doc_08_42108155,2,2,1.3333333333333333,3,08
msmarco_v2.1_doc_37_165406070,2,2,1.25,4,37
msmarco_v2.1_doc_44_984490425,2,2,1.3333333333333333,3,44
msmarco_v2.1_doc_18_1208473644,2,2,1.125,6,18
msmarco_v2.1_doc_37_85702570,2,2,1.6,5,37
msmarco_v2.1_doc_05_850497487,2,2,0.6666666666666666,3,05
msmarco_v2.1_doc_20_1480171612,2,2,0.6666666666666666,3,20
msmarco_v2.1_doc_09_717270395,2,2,1.25,4,09
msmarco_v2.1_doc_21_348163413,2,2,1.3333333333333333,3,21
msmarco_v2.1_doc_50_807245822,2,2,1.5,5,50
msmarco_v2.1_doc_36_1288205315,2,2,1.5,2,36
msmarco_v2.1_doc_03_566483871,2,2,1.0,2,03
msmarco_v2.1_doc_26_572136167,2,2,1.75,4,26
msmarco_v2.1_doc_32_1653801158,2,2,1.6666666666666667,3,32
msmarco_v2.1_doc_51_1565920915,2,2,1.1818181818181819,9,51
msmarco_v2.1_doc_06_898974997,2,2,1.0,3,06
msmarco_v2.1_doc_12_1375850582,2,2,1.3333333333333333,2,12
msmarco_v2.1_doc_54_1583622322,2,2,1.5,2,54
msmarco_v2.1_doc_31_270959898,2,2,0.7142857142857143,7,31
msmarco_v2.1_doc_18_2189350710,2,2,1.3333333333333333,3,18
msmarco_v2.1_doc_35_1191281300,2,2,1.5,2,35
msmarco_v2.1_doc_06_1709875066,2,2,0.5714285714285714,7,06
msmarco_v2.1_doc_44_1461025582,2,2,1.0,3,44
msmarco_v2.1_doc_49_571937472,2,2,1.5,2,49
msmarco_v2.1_doc_22_1137020017,2,2,1.5,2,22
msmarco_v2.1_doc_14_1544841623,2,2,1.8,5,14
msmarco_v2.1_doc_24_28058229,2,2,1.5,2,24
msmarco_v2.1_doc_48_1294271700,2,2,1.6666666666666667,3,48
msmarco_v2.1_doc_45_633373687,2,2,1.5,2,45
msmarco_v2.1_doc_38_1567409714,2,2,0.8,5,38
msmarco_v2.1_doc_18_2026775618,2,2,1.2,5,18
msmarco_v2.1_doc_25_1327979866,2,2,1.6666666666666667,3,25
msmarco_v2.1_doc_59_651560736,2,2,1.3333333333333333,10,59
msmarco_v2.1_doc_02_565947557,2,2,1.0,2,02
msmarco_v2.1_doc_24_1181349061,2,2,1.6666666666666667,3,24
msmarco_v2.1_doc_43_1434682639,2,2,1.5,2,43
msmarco_v2.1_doc_48_1024232396,2,2,2.0,2,48
msmarco_v2.1_doc_00_1232194681,2,2,1.0,3,00
msmarco_v2.1_doc_05_439816753,2,2,1.0,1,05
msmarco_v2.1_doc_10_773758599,2,2,1.3333333333333333,2,10
msmarco_v2.1_doc_56_367535065,2,2,0.5,6,56
msmarco_v2.1_doc_57_1292823857,2,2,1.5,2,57
msmarco_v2.1_doc_30_532299803,2,2,2.0,3,30
msmarco_v2.1_doc_36_1163871570,2,2,1.6666666666666667,2,36
msmarco_v2.1_doc_41_1920381665,2,2,1.5,2,41
msmarco_v2.1_doc_14_1237273506,2,2,1.0,4,14
msmarco_v2.1_doc_08_604243814,2,2,0.5,14,08
msmarco_v2.1_doc_35_335392063,2,2,1.2727272727272727,8,35
msmarco_v2.1_doc_35_1191573132,2,2,1.6666666666666667,3,35
msmarco_v2.1_doc_00_1059695360,2,2,1.4,4,00
msmarco_v2.1_doc_24_180621536,2,2,1.6666666666666667,2,24
msmarco_v2.1_doc_48_1044818264,2,2,1.0,2,48
msmarco_v2.1_doc_28_44643817,2,2,1.0,1,28
msmarco_v2.1_doc_48_494192099,2,2,1.0,4,48
msmarco_v2.1_doc_44_232941898,2,2,1.0,2,44
msmarco_v2.1_doc_21_1227054210,2,2,1.0,2,21
msmarco_v2.1_doc_43_277172155,2,2,1.0,3,43
msmarco_v2.1_doc_53_753290642,2,2,1.1428571428571428,7,53
msmarco_v2.1_doc_18_1998569745,2,2,1.5,2,18
msmarco_v2.1_doc_54_475549303,2,2,1.5,1,54
msmarco_v2.1_doc_30_244236708,2,2,1.5,4,30
msmarco_v2.1_doc_17_1626713277,2,2,1.3333333333333333,3,17
msmarco_v2.1_doc_37_172127593,2,2,1.25,4,37
msmarco_v2.1_doc_26_1631682544,2,2,1.0,2,26
msmarco_v2.1_doc_03_590572053,2,2,0.8,5,03
msmarco_v2.1_doc_23_946397376,2,2,1.0,2,23
msmarco_v2.1_doc_02_563078663,2,2,1.5,2,02
msmarco_v2.1_doc_41_1690842638,2,2,1.3333333333333333,3,41
msmarco_v2.1_doc_21_838167902,2,2,1.25,4,21
msmarco_v2.1_doc_23_720908187,2,2,1.0,2,23
msmarco_v2.1_doc_15_838083775,2,2,1.5,3,15
msmarco_v2.1_doc_23_1346617821,2,2,1.3333333333333333,2,23
msmarco_v2.1_doc_33_1200240454,2,2,1.7142857142857142,6,33
msmarco_v2.1_doc_08_209850503,2,2,1.5,2,08
msmarco_v2.1_doc_01_1933495904,2,2,1.0,2,01
msmarco_v2.1_doc_15_1667833806,2,2,2.0,1,15
msmarco_v2.1_doc_18_2190390095,2,2,1.5,2,18
msmarco_v2.1_doc_25_686024319,2,2,1.5,1,25
msmarco_v2.1_doc_57_600773610,2,2,1.0,2,57
msmarco_v2.1_doc_10_249226463,2,2,1.0,2,10
msmarco_v2.1_doc_12_1383665533,2,2,1.5,2,12
msmarco_v2.1_doc_17_1559117912,2,2,1.2222222222222223,7,17
msmarco_v2.1_doc_30_1111021954,2,2,1.4,5,30
msmarco_v2.1_doc_29_988625507,2,2,1.75,2,29
msmarco_v2.1_doc_47_1459397576,2,2,0.5714285714285714,7,47
msmarco_v2.1_doc_58_1336295941,2,2,1.5,4,58
msmarco_v2.1_doc_37_170047720,2,2,1.0,2,37
msmarco_v2.1_doc_08_1172693169,2,2,1.5,2,08
msmarco_v2.1_doc_52_163237831,2,2,1.0,2,52
msmarco_v2.1_doc_13_84089563,2,2,1.0,1,13
msmarco_v2.1_doc_50_477365204,2,2,1.4,9,50
msmarco_v2.1_doc_26_1358980644,2,2,1.0,2,26
msmarco_v2.1_doc_08_707421818,2,2,1.4,5,08
msmarco_v2.1_doc_18_989525645,2,2,1.0,2,18
msmarco_v2.1_doc_23_468444908,2,2,1.5,4,23
msmarco_v2.1_doc_54_474173371,2,2,1.5,5,54
msmarco_v2.1_doc_53_697763537,2,2,1.0,2,53
msmarco_v2.1_doc_07_390419313,2,2,1.6666666666666667,3,07
msmarco_v2.1_doc_46_372963220,2,2,1.5,4,46
msmarco_v2.1_doc_11_984012157,2,2,1.3333333333333333,3,11
msmarco_v2.1_doc_29_668348975,2,2,1.0,2,29
msmarco_v2.1_doc_01_1527438347,2,2,1.0,2,01
msmarco_v2.1_doc_43_495228601,2,2,1.75,3,43
msmarco_v2.1_doc_49_1428539447,2,2,1.3333333333333333,3,49
msmarco_v2.1_doc_12_1795347575,2,2,1.3333333333333333,2,12
msmarco_v2.1_doc_14_1131996402,2,2,1.75,3,14
msmarco_v2.1_doc_56_464573024,2,2,1.6666666666666667,3,56
msmarco_v2.1_doc_46_1103115012,2,1,0.5,6,46
msmarco_v2.1_doc_59_266159218,2,1,0.3333333333333333,3,59
msmarco_v2.1_doc_51_1565679527,2,1,1.0,3,51
msmarco_v2.1_doc_04_345944092,2,1,0.5,2,04
msmarco_v2.1_doc_13_461451832,2,1,0.6666666666666666,2,13
msmarco_v2.1_doc_35_344371062,2,1,0.8,4,35
msmarco_v2.1_doc_50_400175344,2,1,0.5,2,50
msmarco_v2.1_doc_02_1020948503,2,1,1.0,2,02
msmarco_v2.1_doc_23_1458655638,2,1,0.5,2,23
msmarco_v2.1_doc_35_1631216071,2,1,0.6666666666666666,3,35
msmarco_v2.1_doc_26_1417954749,2,1,0.5,1,26
msmarco_v2.1_doc_57_1046715555,2,1,0.5,1,57
msmarco_v2.1_doc_31_1519635760,2,1,0.5,2,31
msmarco_v2.1_doc_32_1657052709,2,1,0.75,4,32
msmarco_v2.1_doc_23_651651029,2,1,1.0,1,23
msmarco_v2.1_doc_50_165164152,2,1,0.25,2,50
msmarco_v2.1_doc_29_1235755285,2,1,0.5,2,29
msmarco_v2.1_doc_42_1243354255,2,1,0.5,2,42
msmarco_v2.1_doc_48_1837333365,2,1,0.75,4,48
msmarco_v2.1_doc_18_796975112,2,1,0.5,2,18
msmarco_v2.1_doc_20_1541597519,2,1,0.75,4,20
msmarco_v2.1_doc_05_239246086,2,1,0.5,2,05
msmarco_v2.1_doc_50_385888131,2,1,0.5,2,50
msmarco_v2.1_doc_51_218089384,2,1,0.5,4,51
msmarco_v2.1_doc_04_143684894,2,1,0.5,2,04
msmarco_v2.1_doc_44_61589937,2,1,0.5,2,44
msmarco_v2.1_doc_43_353903815,2,1,0.5,1,43
msmarco_v2.1_doc_26_1726249503,2,1,1.0,3,26
msmarco_v2.1_doc_39_755452141,2,1,0.6666666666666666,2,39
msmarco_v2.1_doc_44_602091650,2,1,0.5,2,44
msmarco_v2.1_doc_14_1201249310,2,1,1.0,4,14
msmarco_v2.1_doc_51_1642264258,2,1,1.0,1,51
msmarco_v2.1_doc_50_485669855,2,1,0.25,4,50
msmarco_v2.1_doc_50_896285037,2,1,0.5,2,50
msmarco_v2.1_doc_44_1668672081,2,1,0.3333333333333333,3,44
msmarco_v2.1_doc_09_802019581,2,1,0.25,4,09
msmarco_v2.1_doc_40_881272553,2,1,0.25,4,40
msmarco_v2.1_doc_46_922055273,2,1,0.6666666666666666,3,46
msmarco_v2.1_doc_24_328304730,2,1,0.25,4,24
msmarco_v2.1_doc_05_393843759,2,1,0.5,2,05
msmarco_v2.1_doc_46_1004296681,2,1,0.375,7,46
msmarco_v2.1_doc_28_756477639,2,1,1.0,2,28
msmarco_v2.1_doc_18_3019997009,2,1,0.5,2,18
msmarco_v2.1_doc_19_1691022776,2,1,0.6666666666666666,3,19
msmarco_v2.1_doc_02_1464686109,2,1,0.5,2,02
msmarco_v2.1_doc_28_394003832,2,1,0.5,1,28
msmarco_v2.1_doc_28_756466623,2,1,0.5,1,28
msmarco_v2.1_doc_55_1043750027,2,1,0.25,2,55
msmarco_v2.1_doc_53_487174264,2,1,0.6666666666666666,3,53
msmarco_v2.1_doc_09_561270349,2,1,1.0,1,09
msmarco_v2.1_doc_51_1554035820,2,1,0.5,2,51
msmarco_v2.1_doc_56_364035188,2,1,0.8,5,56
msmarco_v2.1_doc_05_682795705,2,1,1.0,2,05
msmarco_v2.1_doc_47_1303330856,2,1,0.5,2,47
msmarco_v2.1_doc_00_832611569,2,1,0.75,3,00
msmarco_v2.1_doc_26_1759903225,2,1,0.5,1,26
msmarco_v2.1_doc_34_1576356998,2,1,0.5,2,34
msmarco_v2.1_doc_13_508489960,2,1,0.5,2,13
msmarco_v2.1_doc_54_111437393,2,1,0.75,4,54
msmarco_v2.1_doc_43_1477098837,2,1,0.5,2,43
msmarco_v2.1_doc_17_2639165049,2,1,0.5,4,17
msmarco_v2.1_doc_15_1647141469,2,1,0.5,2,15
msmarco_v2.1_doc_02_580508210,2,1,0.75,4,02
msmarco_v2.1_doc_03_1447341117,2,1,1.0,2,03
msmarco_v2.1_doc_54_156549977,2,1,0.5,2,54
msmarco_v2.1_doc_51_1405450435,2,1,1.0,2,51
msmarco_v2.1_doc_24_368783545,2,1,1.0,3,24
msmarco_v2.1_doc_09_935007841,2,1,1.0,3,09
msmarco_v2.1_doc_26_1551295950,2,1,0.5,2,26
msmarco_v2.1_doc_56_399553364,2,1,1.0,1,56
msmarco_v2.1_doc_49_1630811032,2,1,0.5,2,49
msmarco_v2.1_doc_33_1363159146,2,1,0.6666666666666666,3,33
msmarco_v2.1_doc_31_435659811,2,1,0.5,2,31
msmarco_v2.1_doc_54_283954618,2,1,1.0,2,54
msmarco_v2.1_doc_19_1125082002,2,1,0.5,2,19
msmarco_v2.1_doc_27_661432949,2,1,1.0,1,27
msmarco_v2.1_doc_37_167720258,2,1,1.0,2,37
msmarco_v2.1_doc_41_510840449,2,1,0.75,4,41
msmarco_v2.1_doc_05_602473474,2,1,1.0,2,05
msmarco_v2.1_doc_19_1787466400,2,1,1.0,1,19
msmarco_v2.1_doc_08_1508099249,2,1,0.6666666666666666,3,08
msmarco_v2.1_doc_03_170522685,2,1,1.0,3,03
msmarco_v2.1_doc_36_498311484,2,1,0.5,2,36
msmarco_v2.1_doc_13_668414231,2,1,0.3333333333333333,3,13
msmarco_v2.1_doc_16_701824747,2,1,0.75,4,16
msmarco_v2.1_doc_14_402587442,2,1,1.0,1,14
msmarco_v2.1_doc_33_679739583,2,1,0.3333333333333333,3,33
msmarco_v2.1_doc_18_2453313130,2,1,0.6666666666666666,3,18
msmarco_v2.1_doc_53_1160339254,2,1,0.3333333333333333,3,53
msmarco_v2.1_doc_09_613818474,2,1,0.5,2,09
msmarco_v2.1_doc_01_1407013900,2,1,0.5,2,01
msmarco_v2.1_doc_52_554139423,2,1,0.5,2,52
msmarco_v2.1_doc_02_567241699,2,1,0.3333333333333333,3,02
msmarco_v2.1_doc_45_1194000554,2,1,1.0,2,45
msmarco_v2.1_doc_09_518266931,2,1,1.0,3,09
msmarco_v2.1_doc_46_1023384387,2,1,1.0,2,46
msmarco_v2.1_doc_30_848341422,2,1,1.0,1,30
msmarco_v2.1_doc_45_1240396012,2,1,0.6666666666666666,3,45
msmarco_v2.1_doc_54_308103271,2,1,0.5,2,54
msmarco_v2.1_doc_02_25367753,2,1,0.5,1,02
msmarco_v2.1_doc_23_1268316326,2,1,1.0,3,23
msmarco_v2.1_doc_57_125936656,2,1,1.0,1,57
msmarco_v2.1_doc_08_680028264,2,1,0.6666666666666666,2,08
msmarco_v2.1_doc_50_403058388,2,1,0.6666666666666666,2,50
msmarco_v2.1_doc_25_779205905,2,1,1.0,1,25
msmarco_v2.1_doc_05_1834741478,2,1,0.5,2,05
msmarco_v2.1_doc_51_613861923,2,1,0.3333333333333333,2,51
msmarco_v2.1_doc_31_202295611,2,1,0.6666666666666666,4,31
msmarco_v2.1_doc_37_1039754675,2,1,0.2,5,37
msmarco_v2.1_doc_26_792342847,2,1,0.5,2,26
msmarco_v2.1_doc_58_1227285732,2,1,0.5,1,58
msmarco_v2.1_doc_47_441798827,2,1,1.0,2,47
msmarco_v2.1_doc_31_245937389,2,1,0.5,2,31
msmarco_v2.1_doc_23_691145950,2,1,0.75,4,23
msmarco_v2.1_doc_25_1001982635,2,1,1.0,4,25
msmarco_v2.1_doc_17_1533543206,2,1,0.5,2,17
msmarco_v2.1_doc_53_581499929,2,1,0.7142857142857143,6,53
msmarco_v2.1_doc_14_1158290277,2,1,0.6666666666666666,3,14
msmarco_v2.1_doc_35_28551476,2,1,1.0,1,35
msmarco_v2.1_doc_21_1236146563,2,1,0.5,2,21
msmarco_v2.1_doc_56_809328080,2,1,0.9,9,56
msmarco_v2.1_doc_55_124268058,2,1,0.5,2,55
msmarco_v2.1_doc_54_1283181032,2,1,0.5,2,54
msmarco_v2.1_doc_54_1647090787,2,1,0.5,2,54
msmarco_v2.1_doc_44_651908764,2,1,0.5,2,44
msmarco_v2.1_doc_59_680289544,2,1,1.0,5,59
msmarco_v2.1_doc_46_819378452,2,1,1.0,1,46
msmarco_v2.1_doc_09_435348112,2,1,0.6875,15,09
msmarco_v2.1_doc_46_843903928,2,1,1.0,2,46
msmarco_v2.1_doc_52_358731208,2,1,1.0,1,52
msmarco_v2.1_doc_35_1136788125,2,1,0.5,2,35
msmarco_v2.1_doc_26_1573559491,2,1,1.0,3,26
msmarco_v2.1_doc_13_688393621,2,1,0.8571428571428571,6,13
msmarco_v2.1_doc_38_1298363458,2,1,0.6666666666666666,2,38
msmarco_v2.1_doc_40_570401423,2,1,0.75,4,40
msmarco_v2.1_doc_55_492610155,2,1,0.5,2,55
msmarco_v2.1_doc_49_809474807,2,1,0.8,5,49
msmarco_v2.1_doc_42_1189825253,2,1,0.5,2,42
msmarco_v2.1_doc_07_1393524636,2,1,0.5,2,07
msmarco_v2.1_doc_47_150219678,2,1,0.75,4,47
msmarco_v2.1_doc_03_1567266317,2,1,0.7142857142857143,7,03
msmarco_v2.1_doc_48_1353413644,2,1,0.5,2,48
msmarco_v2.1_doc_50_431433858,2,1,0.6666666666666666,2,50
msmarco_v2.1_doc_34_799191435,2,1,0.5,2,34
msmarco_v2.1_doc_03_107715053,2,1,0.5,2,03
msmarco_v2.1_doc_45_471877929,2,1,0.6666666666666666,6,45
msmarco_v2.1_doc_09_540609327,2,1,0.8333333333333334,5,09
msmarco_v2.1_doc_07_1374970969,2,1,1.0,1,07
msmarco_v2.1_doc_15_1839466220,2,1,0.5,2,15
msmarco_v2.1_doc_29_14033126,2,1,0.5,2,29
msmarco_v2.1_doc_52_125335196,2,1,1.0,3,52
msmarco_v2.1_doc_19_904585038,2,1,0.3333333333333333,3,19
msmarco_v2.1_doc_54_1479201877,2,1,0.6666666666666666,2,54
msmarco_v2.1_doc_18_63086500,2,1,0.7142857142857143,5,18
msmarco_v2.1_doc_25_319419005,2,1,0.5,2,25
msmarco_v2.1_doc_10_382463136,2,1,0.5,2,10
msmarco_v2.1_doc_39_1238085955,2,1,0.5,2,39
msmarco_v2.1_doc_57_595685388,2,1,0.5,1,57
msmarco_v2.1_doc_19_1350759947,2,1,0.8571428571428571,7,19
msmarco_v2.1_doc_01_1748086429,2,1,1.0,2,01
msmarco_v2.1_doc_10_1475763014,2,1,1.0,3,10
msmarco_v2.1_doc_44_565686978,2,1,0.5,2,44
msmarco_v2.1_doc_02_1792385701,2,1,1.0,6,02
msmarco_v2.1_doc_54_1310843689,2,1,0.5,2,54
msmarco_v2.1_doc_12_1040078790,2,1,0.5,7,12
msmarco_v2.1_doc_50_178213447,2,1,0.6666666666666666,3,50
msmarco_v2.1_doc_39_156955128,2,1,0.5,2,39
msmarco_v2.1_doc_08_896413031,2,1,0.5,1,08
msmarco_v2.1_doc_34_986567190,2,1,1.0,2,34
msmarco_v2.1_doc_39_527583976,2,1,1.0,3,39
msmarco_v2.1_doc_56_369102165,2,1,1.0,2,56
msmarco_v2.1_doc_35_872970228,2,1,0.5,2,35
msmarco_v2.1_doc_34_453794347,2,1,0.6666666666666666,3,34
msmarco_v2.1_doc_33_1355943947,2,1,0.5,2,33
msmarco_v2.1_doc_47_1216446229,2,1,0.5,2,47
msmarco_v2.1_doc_42_874699655,2,1,0.6666666666666666,2,42
msmarco_v2.1_doc_06_1776088762,2,1,0.6666666666666666,2,06
msmarco_v2.1_doc_18_2027914676,2,1,1.0,4,18
msmarco_v2.1_doc_35_1630604734,2,1,1.0,2,35
msmarco_v2.1_doc_17_64120026,2,1,0.75,4,17
msmarco_v2.1_doc_05_1278181942,2,1,1.0,2,05
msmarco_v2.1_doc_45_632643392,2,1,0.5,2,45
msmarco_v2.1_doc_15_1770648482,2,1,0.3333333333333333,3,15
msmarco_v2.1_doc_23_467587595,2,1,0.5,2,23
msmarco_v2.1_doc_33_1330908682,2,1,0.6666666666666666,3,33
msmarco_v2.1_doc_03_1358140527,2,1,1.0,3,03
msmarco_v2.1_doc_17_742518445,2,1,0.5,2,17
msmarco_v2.1_doc_52_1597960631,2,1,1.0,1,52
msmarco_v2.1_doc_27_52999740,2,1,0.3333333333333333,3,27
msmarco_v2.1_doc_28_546009965,2,1,0.5,2,28
